TRACT,YR1999,YR2003,YR2005,YR2008q3,YR2010q4,YR2012q2,YR2013q3,YR2013q4,YR2018Q1,YR2018Q4,FIP
207900,152500,402000,555000,336000,430000,467500,575000,505000,675000,673000,06037207900
208000,182000,275000,499500,325000,190000,352000,321500,317500,800000,1002500,06037208000
208300,48000,975000,427500,0,0,0,0,0,0,0,06037208300
208400,153500,387500,149700,0,0,0,0,0,0,0,06037208400
208500,135000,210000,402500,0,0,0,0,0,0,0,06037208500
208600,131000,395000,380000,0,0,0,0,0,0,0,06037208600
208700,51690,188500,373000,0,0,0,0,0,0,0,06037208700
208800,0,775000,0,0,290000,0,0,0,0,0,06037208800
208901,0,0,480000,0,0,0,0,0,0,0,06037208901
208902,0,0,0,464750,0,0,610000,0,0,0,06037208902
209101,0,0,0,510000,0,0,0,0,0,0,06037209101
209102,0,0,0,0,290000,402500,395500,475000,555000,590500,06037209102
209200,155000,0,0,0,305000,452500,601000,490000,514500,957500,06037209200
209300,0,103500,505000,600000,399000,0,0,0,0,0,06037209300
209401,0,0,710000,0,0,0,0,0,645000,0,06037209401
209402,0,0,0,0,0,111500,120000,125000,310000,250000,06037209402
209403,0,570000,0,0,0,0,0,0,0,1050000,06037209403
209500,0,0,0,0,0,0,0,0,0,0,06037209500
209800,0,335000,320000,2421000,0,0,0,0,0,0,06037209800
210000,65000,132500,289000,0,0,0,0,0,0,0,06037210000
211000,550000,855000,1177500,0,1420000,1050750,1356000,1725000,2674500,2349500,06037211000
211100,96000,250000,400000,0,0,0,0,0,0,0,06037211100
211200,135000,425000,650000,707000,0,0,0,0,0,0,06037211200
211300,165750,350000,777500,559500,0,0,0,0,0,0,06037211300
211400,143606,442500,660000,346000,0,0,0,0,0,0,06037211400
211500,270000,875000,880000,540000,600000,1369500,1025000,850000,1036250,1075000,06037211500
211701,224000,695000,615000,0,297500,410000,849000,590000,1386000,1275000,06037211701
211702,81528,240500,329500,385000,215000,0,0,0,0,0,06037211702
211801,45000,185000,437250,0,300000,0,0,0,0,0,06037211801
211802,44000,109500,230000,420000,608000,607000,600000,592000,623000,295000,06037211802
211900,0,0,101400,0,0,0,0,0,0,0,06037211900
212100,127500,283500,565000,0,496500,0,0,0,0,0,06037212100
212201,0,455000,0,0,0,0,0,0,0,0,06037212201
212202,0,0,0,0,237500,0,0,325000,803500,0,06037212202
212301,0,0,0,610000,0,0,0,0,0,0,06037212301
212302,0,0,695000,650000,0,0,0,0,0,0,06037212302
212400,131000,432500,577500,0,0,0,0,0,0,0,06037212400
212500,87000,0,116700,462500,335000,0,0,0,0,0,06037212500
212600,300000,679500,876000,451500,0,0,0,0,0,0,06037212600
212700,240000,500000,755000,469000,560000,0,0,0,0,0,06037212700
212800,185000,560000,480000,0,415000,585000,566000,707500,731000,878500,06037212800
212900,0,720000,740000,0,475000,468750,820000,791000,1237500,1472500,06037212900
213100,176000,593000,762500,350000,340000,360000,477500,510000,757500,899500,06037213100
213201,83500,374500,735000,1128500,330000,317500,452500,429000,624000,1350000,06037213201
213202,120000,387500,585000,1530000,415000,289000,345000,428250,760000,919000,06037213202
213300,107500,420000,610000,0,0,0,0,0,0,0,06037213300
213401,0,0,251600,1362000,355000,430000,450000,479000,610000,600000,06037213401
213402,0,381500,535000,1020250,0,615000,440000,495000,0,0,06037213402
214000,350000,800000,1366000,940000,1042500,935000,1236000,1275000,2632250,1750000,06037214000
214100,1125000,1223000,900000,2112500,1200000,1225000,1863500,1475000,3000000,2407750,06037214100
214400,0,0,372000,490000,0,0,0,0,0,915000,06037214400
214500,0,0,310500,0,1000000,0,0,0,0,0,06037214500
214600,381000,660000,1195000,1603000,1240000,983000,1725000,1064500,1505500,2290000,06037214600
214700,480000,829000,1094000,850250,1145000,930000,1350000,2070750,2673500,1600000,06037214700
214800,259500,700000,873000,1025000,616000,858750,1027500,964500,1315000,610000,06037214800
214900,219000,371500,660000,436750,387500,0,0,0,0,0,06037214900
215100,325000,0,0,641000,0,0,0,0,0,0,06037215100
216100,275000,715000,1250000,1225000,1340000,610000,1150000,1125000,0,1800000,06037216100
216200,159000,545000,798500,620000,570000,760500,902500,1302000,1485000,1208000,06037216200
216300,411000,645000,765000,663000,905000,837500,1139000,775000,1513000,1320000,06037216300
216400,210727,442500,542500,513250,428500,0,0,0,0,0,06037216400
216700,217750,367500,665500,0,460000,441500,620000,625000,1550250,1347000,06037216700
216800,460000,0,507400,0,807750,804000,1225000,1147500,1582000,1700000,06037216800
216900,217000,528500,822250,0,680000,565000,762000,734000,1438750,1172500,06037216900
217000,267250,507500,650000,405000,729000,0,0,0,0,0,06037217000
217100,177000,464500,760500,265500,616750,437000,801000,760000,1240000,1296500,06037217100
217200,149500,484500,653500,380000,0,494500,655750,590000,1040250,1240000,06037217200
218100,165000,465000,615500,189900,0,0,0,0,0,0,06037218100
218200,145305,282000,402500,397000,0,0,0,0,0,0,06037218200
218300,132500,253500,497000,582750,310000,306500,477500,508000,980000,819000,06037218300
218400,143000,320000,392500,295000,219000,255000,421000,258250,1362500,717500,06037218400
218500,127500,280000,480000,0,237500,312500,321000,435000,750000,665000,06037218500
218600,100000,265000,393500,460000,305000,248000,357500,333500,658500,695000,06037218600
218700,101000,525000,815000,320000,457500,0,0,0,0,0,06037218700
218800,127000,325000,690000,312500,0,145000,0,420000,0,732500,06037218800
218900,125000,280000,630000,429000,202500,533500,440000,496250,744750,775000,06037218900
219000,126500,239000,360000,341500,0,0,0,0,0,0,06037219000
219300,128750,294000,412500,0,230000,229250,265000,385000,649500,665500,06037219300
219500,182500,330000,462500,0,309500,285000,452000,300000,880000,710500,06037219500
219700,104000,212500,409000,0,265000,230000,300000,365000,570000,600100,06037219700
219800,116227,0,425000,418000,166250,250000,240000,185000,675000,0,06037219800
219900,103827,244000,435500,0,0,0,0,0,0,0,06037219900
220000,148000,245000,420000,0,299500,262500,350000,325000,715000,729000,06037220000
220100,192000,310500,235000,360000,129750,97000,450000,405000,862500,1065000,06037220100
221100,91000,0,514000,280500,0,0,0,0,0,0,06037221100
221200,195000,368500,500000,0,0,0,0,0,0,0,06037221200
221301,764000,1300000,565000,0,0,0,0,0,0,0,06037221301
221302,180000,454000,620000,0,0,273500,0,530500,1035000,1025000,06037221302
221400,217500,473500,450000,270000,506250,0,0,0,0,0,06037221400
221500,0,415000,876000,132500,382000,120000,367500,725000,650000,0,06037221500
221600,0,240000,370000,240000,205000,0,0,0,0,0,06037221600
221700,114250,268500,370000,427500,0,0,0,0,0,0,06037221700
221800,215000,500000,795000,300000,0,0,0,0,0,0,06037221800
221900,0,255000,860000,0,266500,0,516500,490000,0,1750000,06037221900
222000,107750,246500,338750,0,210000,0,0,0,0,0,06037222000
222100,121000,290000,326500,0,0,225750,305000,260000,542500,485000,06037222100
222200,132500,394750,532000,0,351545,245000,407750,651000,985000,925000,06037222200
222500,110000,228500,325000,0,250000,175000,246500,261000,595000,560000,06037222500
222600,95000,239750,170000,460000,205000,223000,822500,253000,650000,892500,06037222600
222700,0,0,0,413500,0,0,0,0,0,0,06037222700
224000,0,235091,399090,0,0,0,0,0,0,0,06037224000
224200,111475,210000,800000,0,0,0,0,475000,0,566000,06037224200
224300,135197,0,176400,0,0,0,0,0,0,0,06037224300
224400,95000,295000,450000,344545,0,0,0,0,0,0,06037224400
224600,0,200000,265000,0,0,0,0,235000,0,800000,06037224600
224700,0,0,0,0,0,0,0,0,0,0,06037224700
226000,101500,195000,340000,0,160000,0,0,0,0,0,06037226000
226400,91750,181000,390000,200000,0,0,0,0,0,0,06037226400
226700,124309,289000,310000,254000,219000,199000,246500,280000,439000,410000,06037226700
227000,124000,156000,327500,0,0,0,0,0,0,0,06037227000
228100,199409,162000,232500,0,150000,235000,230000,165000,260000,0,06037228100
228200,83130,170000,285000,155000,0,0,0,0,0,0,06037228200
228300,118120,159318,316000,250000,0,0,0,0,0,0,06037228300
228400,137000,190000,334500,0,0,0,0,0,0,0,06037228400
228500,116136,152000,255000,375000,147272,162500,270000,280000,379000,376000,06037228500
228600,118000,188500,330000,0,0,267000,399000,155000,445000,0,06037228600
228700,128000,162750,317500,0,0,0,0,0,0,0,06037228700
228800,120000,167500,313500,0,175000,152000,170000,180000,345500,345000,06037228800
228900,71000,135000,279500,260000,166500,120000,0,170750,270000,220000,06037228900
229100,97000,162000,297272,212500,195500,192000,215000,260000,340000,252000,06037229100
229200,95627,169773,342500,290000,172500,210000,240000,180000,360000,0,06037229200
229300,96454,168500,307500,320363.5,170000,170000,227000,0,350000,0,06037229300
229400,91642,186000,200000,0,0,0,0,0,0,0,06037229400
231100,0,0,552000,0,0,0,190000,1336364,480000,385000,06037231100
231200,84250,228000,440000,226500,0,0,0,0,0,0,06037231200
231300,134500,220000,364000,0,265000,175000,195000,267000,465000,528500,06037231300
231400,108500,247500,364000,0,180000,222500,300000,331250,427750,652000,06037231400
231500,133177,256000,385500,358500,239750,255000,274000,290000,645000,555000,06037231500
231600,110000,244500,395000,295000,158000,235000,355000,310000,700000,562500,06037231600
231700,98750,185000,371000,285000,0,0,0,0,0,0,06037231700
231800,109500,0,146200,306000,197000,231000,0,0,350000,0,06037231800
231900,104152,148000,345000,0,206000,180000,148500,190000,360100,880000,06037231900
232100,99000,196000,350000,0,0,0,0,0,0,0,06037232100
232200,123985,215000,425000,402000,188000,217500,305000,260000,505000,425000,06037232200
232300,125000,221000,350000,435000,191250,226500,260000,240000,219000,563500,06037232300
232400,119000,202250,380000,400000,171000,229500,285000,305000,466000,525000,06037232400
232500,99619,205000,348500,350000,210000,207750,205750,260000,490000,479500,06037232500
232600,121500,189000,315000,405000,250000,135000,257000,245000,372500,440000,06037232600
232700,129957,208000,275000,294500,150000,190000,275000,230000,310000,482000,06037232700
232800,127649,217500,325000,231900,152500,250000,265500,195000,325000,240000,06037232800
234000,158500,298000,427500,131500,297500,300000,448909,428000,687500,692500,06037234000
234200,170750,348000,527500,345227,362500,295000,435000,487250,702500,1020000,06037234200
234300,180000,295000,535000,321500,297000,277500,460000,482000,815750,930000,06037234300
234500,120000,235000,364500,341250,279000,0,0,0,0,0,06037234500
234600,132404,270000,421500,335000,188500,241500,340000,301000,577500,533000,06037234600
234700,130500,215000,345000,400000,228000,203500,275250,282500,565000,582500,06037234700
234800,110000,206000,335000,0,135000,220000,245000,290000,430000,427000,06037234800
234900,95000,241000,434500,0,185000,0,0,0,0,0,06037234900
235100,166500,295000,440000,600000,372500,285000,400000,442000,651500,775000,06037235100
235201,121381,207000,354250,239000,239000,228500,315000,285000,550000,532500,06037235201
235202,116417,200000,414250,232500,265500,59500,300000,250000,610500,570000,06037235202
236000,110000,205500,305000,269772.5,320000,237500,275000,275000,642500,505000,06037236000
236100,56450,238000,367500,225000,309500,302000,316500,350000,520000,715000,06037236100
236201,0,0,2991000,223500,0,0,0,0,0,0,06037236201
236202,0,0,1400000,0,0,0,0,0,0,88000,06037236202
236400,260000,487000,680000,0,225000,396500,485000,675000,801500,798250,06037236400
237100,122728,123000,325000,292500,200000,0,0,0,0,0,06037237100
237200,103145,177500,308500,305000,180000,0,0,0,0,0,06037237200
237300,115000,192000,325000,270000,180500,190000,235000,259000,425500,475000,06037237300
237400,105000,180500,285000,289000,185000,0,0,0,0,0,06037237400
237500,120000,192500,340000,255000,0,165750,182500,155000,0,0,06037237500
237600,117114,131000,315000,0,117000,206000,270000,230000,337500,525000,06037237600
237700,90000,180000,340000,300000,0,0,0,0,0,0,06037237700
237800,131418,190000,342000,207750,224000,200000,200000,225000,491000,505000,06037237800
237900,134937,245000,414250,0,225000,206000,275000,320000,423000,550000,06037237900
238000,137000,245000,394000,189000,236250,196000,323750,330000,487000,487500,06037238000
238100,132500,242500,400000,205000,315000,210000,312500,314000,560000,509000,06037238100
238200,129000,237000,352000,294000,205000,207500,282000,270000,455000,497500,06037238200
238300,84500,157500,322750,204000,0,0,0,0,0,0,06037238300
238400,132500,235000,376000,0,232000,255000,262500,318000,489500,454500,06037238400
239200,91000,165000,268750,190000,134000,0,0,0,0,0,06037239200
239300,110000,169000,335000,150000,0,0,0,0,0,0,06037239300
239500,100000,167000,289000,201500,147500,0,0,0,0,0,06037239500
239600,129012,182500,280000,193750,160000,0,0,0,0,0,06037239600
239700,116500,162000,308500,167500,219500,0,0,0,0,0,06037239700
239800,79000,170000,325000,239000,140000,0,0,0,0,0,06037239800
240000,95000,165000,298000,225000,0,0,0,0,0,0,06037240000
240200,109695,162796,320500,225000,155000,142500,190000,189500,379000,320000,06037240200
240300,99500,185000,320000,220000,138250,182500,238000,230000,318000,360000,06037240300
240400,93000,165000,312500,0,178500,0,0,0,0,0,06037240400
240500,96192,153250,298000,246250,140000,175000,195000,550000,390000,391000,06037240500
240600,100855,162000,335000,210000,146250,212000,197500,195000,325000,396750,06037240600
240700,111651,172000,300000,241500,160000,170000,207000,247500,396000,397500,06037240700
240800,89765,160000,296000,217900,175000,169000,181250,180000,335000,385000,06037240800
240900,82500,160000,306000,0,150000,191250,170000,224000,340000,367500,06037240900
241000,102000,182250,307500,115000,147000,0,0,0,0,0,06037241000
241100,111448,160500,315000,273500,0,0,0,0,0,0,06037241100
241200,108000,180000,320500,0,160000,0,0,0,0,0,06037241200
241300,119000,465000,368000,123000,211500,200000,250000,275000,450000,0,06037241300
241400,82000,155000,310000,162500,144250,180000,255000,550000,367500,450000,06037241400
242000,96831,156500,289000,297000,230000,220000,235000,197500,302500,410000,06037242000
242100,0,0,0,1300000,0,0,0,0,0,0,06037242100
242200,107000,149500,310000,1516500,150000,135000,130000,232000,350000,372000,06037242200
242300,113750,150000,290000,1140500,140000,120000,208000,3250000,327500,367500,06037242300
242600,95500,148000,299000,1987500,102500,0,211750,180000,346500,370000,06037242600
242700,94500,149500,277000,1475000,105000,115500,209000,189500,330000,372000,06037242700
243000,103252,160000,256000,2027500,125000,110000,180000,195000,318000,350000,06037243000
243100,76718,139500,260000,1610000,140500,159500,183500,198000,347000,380000,06037243100
261101,575500,960000,1350000,3763250,1100000,2469000,1750000,1680000,2272500,2357500,06037261101
261102,745000,1150000,1800500,3490000,2282000,1854000,2070000,1746000,2317500,3337500,06037261102
261200,555000,822000,1238250,2025000,1415000,940000,1270000,1264750,1700000,1751000,06037261200
262100,1050000,1200000,1618000,1225000,1537500,4200000,3155250,2700000,3110000,4827000,06037262100
262200,747500,1059000,1541250,1881000,1445250,1862500,1857500,2209500,3100000,2742500,06037262200
262301,759000,1230000,1799000,2108250,1545000,1160000,1245000,2137500,1831250,2422750,06037262301
262302,591000,1150000,1426250,2250000,1160000,1565000,2649000,600000,4044500,3622500,06037262302
262303,1115000,1385000,1589000,2150000,2325000,1600000,1655000,3600000,6542500,3225500,06037262303
262400,840000,1626500,2835000,1980000,1675000,2341750,4082500,2537500,3398000,2950250,06037262400
262500,610000,1200000,1906250,527000,1145000,0,0,0,0,0,06037262500
262601,455000,670000,861000,929000,890000,1000000,1570000,765000,1642500,1423000,06037262601
262602,712500,1377500,1500000,794000,1633500,0,0,0,0,0,06037262602
262701,690000,749000,1369500,949000,1192500,0,0,0,0,0,06037262701
262702,700000,1469000,1325000,585000,2195000,0,0,0,0,0,06037262702
262800,1300000,1562500,2027500,463000,1650000,0,0,0,0,0,06037262800
264000,710000,1318000,1985000,0,2915000,3380000,2452500,2850000,4498000,5424250,06037264000
264101,165750,429500,711500,0,682000,0,0,0,0,0,06037264101
264301,281500,875000,894000,0,624000,624000,885000,990000,877500,1000000,06037264301
264302,325000,699000,762000,827500,850000,650000,838000,880000,1210000,1075000,06037264302
265100,313750,688250,780000,1087500,590000,588000,890000,703750,1040000,1237500,06037265100
265200,340000,451500,649500,709250,1435000,0,0,0,0,0,06037265200
265301,212500,355000,502500,640000,0,0,0,0,0,0,06037265301
265302,190000,368000,614000,515500,0,0,0,0,0,0,06037265302
265400,582500,980000,1457500,710000,0,0,0,0,0,0,06037265400
265500,230000,443636,572500,654500,0,0,0,0,0,0,06037265500
265600,480000,565000,899000,701000,644000,0,0,0,0,0,06037265600
265700,625000,762000,934750,720000,975000,990000,750000,1365000,1717500,1187250,06037265700
267100,485000,650000,779500,393000,675000,620000,857500,905000,1257000,1187000,06037267100
267200,340000,540000,629750,515000,569000,571000,655000,589000,953750,1232000,06037267200
267300,270000,405000,632000,795000,477500,423500,536000,602500,705000,887000,06037267300
267401,203500,444500,664000,880000,433500,0,0,0,0,0,06037267401
267402,197000,474500,641000,1432500,385000,451750,586500,650000,905000,759500,06037267402
267501,260000,604000,629000,610000,575000,410000,502750,585000,997500,1040000,06037267501
267502,267500,547000,750000,1610000,535000,620000,742000,591000,1080000,1150000,06037267502
267600,358500,512500,536000,1565000,527500,525000,715500,837500,1288000,1003000,06037267600
267700,315000,481500,515000,565000,482000,500000,689500,775000,1314000,1222000,06037267700
267800,380000,705000,875000,685000,645000,859500,950000,907000,975000,1670000,06037267800
267900,400000,600000,806500,790000,770000,0,0,0,0,0,06037267900
269000,610000,851000,1209000,430000,1000000,985000,1207500,1710000,1925000,2197500,06037269000
269100,462000,682500,760000,545000,815000,992500,867500,632500,1340250,1800000,06037269100
269300,570000,834500,1301000,445000,1150000,1110000,1537500,1295000,1868000,2740000,06037269300
269500,539000,730000,1250000,475000,1135000,1217500,1304000,1250000,2930000,2300000,06037269500
269600,242500,543500,615000,500000,532500,0,0,0,0,0,06037269600
269700,267000,512500,723000,745000,465000,585000,743500,714000,997000,838000,06037269700
269800,212500,417000,720000,537500,612500,245000,551000,366000,0,985000,06037269800
269901,184000,353000,497500,676500,375000,0,0,0,0,0,06037269901
269902,191750,328500,563000,881500,415000,0,0,0,0,0,06037269902
270100,64000,280250,437500,1091500,415000,524318,475000,595000,608500,554500,06037270100
270200,127272,442500,595000,685000,600000,310000,611500,520000,895000,1350000,06037270200
270300,171500,508000,545000,759000,463000,399000,703250,750500,1625000,890500,06037270300
271100,300000,600000,800000,720000,661500,880000,825000,830000,1102000,487500,06037271100
271200,225500,505000,696250,490000,620000,499000,310000,568500,885000,840000,06037271200
271300,311500,512500,743000,475000,710000,425000,755500,789500,1173750,1317500,06037271300
271400,343750,639000,872000,958000,791750,768500,980500,1100000,1712500,1577500,06037271400
271500,450000,650500,862500,800000,930000,981000,1014046,1280500,1687500,1575000,06037271500
271600,460000,725000,835000,513500,867000,452500,1243500,1337500,2115000,1650000,06037271600
271701,319000,527500,775000,627500,780000,637000,912500,810000,1515000,1175000,06037271701
271702,335750,520000,725000,752000,951000,710000,810000,710000,1356000,1270000,06037271702
271801,300000,530000,857000,860000,488500,627000,945000,849000,1536500,1124000,06037271801
271802,200000,460000,470000,1040000,515000,419000,585000,539000,960000,0,06037271802
271900,406000,637500,878000,1150000,827500,0,0,0,0,0,06037271900
272100,352500,579750,785750,850000,652500,750000,910000,920000,1410000,1900000,06037272100
272200,210000,435000,517500,907500,410000,0,0,0,0,0,06037272200
272301,241000,410000,807500,1155000,452000,475000,839000,707000,1210000,1350000,06037272301
272302,173000,329750,411500,892500,340000,349000,569500,475000,1670000,1289000,06037272302
273100,272750,572500,790500,1165000,851500,720000,1162500,1072500,1460000,1925000,06037273100
273200,245000,565000,905000,1712500,733500,650000,950000,1215000,1835000,2315000,06037273200
273300,313000,615000,950000,1164000,1025500,1085000,1675000,1495000,2117500,2527500,06037273300
273400,312000,558750,774500,990000,722750,0,0,0,0,0,06037273400
273500,340000,669000,1112000,541000,1072500,0,0,0,0,0,06037273500
273600,419500,795000,982500,545000,2060000,1005000,1405000,1400000,2500000,2087500,06037273600
273700,308000,640000,881750,750000,780000,900000,1097500,1025000,1852000,2887500,06037273700
273800,300000,601000,875500,637500,686250,769250,700000,1172500,1862500,1601250,06037273800
273900,348750,674546,1050000,0,1160000,0,0,0,0,0,06037273900
274100,249500,642000,920000,690000,690000,595000,950000,900000,1115000,1235000,06037274100
274200,420000,667500,850000,0,780000,0,0,0,0,0,06037274200
275100,134750,444500,560000,0,500000,0,0,0,0,0,06037275100
275200,126000,341500,495000,710000,514500,339000,422500,495000,985000,700000,06037275200
275302,294000,530500,671000,331500,550000,547750,675000,690550,975000,980000,06037275302
275311,255000,519000,831500,700000,647000,525000,720000,713000,1245000,1535000,06037275311
275312,0,498500,0,685000,0,0,0,0,0,0,06037275312
275400,241500,540000,787750,845000,595500,610500,649000,676000,1030000,1085000,06037275400
275500,234501,371000,397000,425000,0,442750,556250,595000,610000,1065500,06037275500
275600,239000,485750,506000,772000,0,0,0,0,0,0,06037275600
276000,304000,549000,751000,560000,644500,586000,749500,730000,1025000,1115000,06037276000
276100,215000,298250,420750,506000,320000,351500,440000,445000,634000,827500,06037276100
276400,369000,573500,762000,0,680000,710000,788750,775000,1250000,1350000,06037276400
276500,335000,590000,684500,550000,619500,680000,860000,779000,1168500,1425000,06037276500
276601,534750,829000,1420000,1365000,1025000,868000,950000,1145000,1700000,2357500,06037276601
276602,171527,325000,487000,0,382500,0,0,0,0,0,06037276602
277000,360000,599000,875000,0,715000,672500,875000,830000,1350000,1489000,06037277000
277100,229750,445000,640000,416500,536000,562000,638000,667978,842500,987500,06037277100
277200,0,205000,337500,400000,260000,140000,220000,245000,530000,335000,06037277200
277400,161000,0,240000,438500,0,0,0,0,0,0,06037277400
278000,250000,439000,652000,450000,519000,0,0,0,0,0,06037278000
278100,493000,700000,1109090,437000,780000,0,0,0,0,0,06037278100
291100,135321,260000,410000,365000,0,0,0,0,0,0,06037291100
291200,164500,300000,395000,0,0,0,0,0,0,0,06037291200
291300,175000,297500,512500,0,383000,400000,372000,450000,570000,580000,06037291300
292000,169500,310000,488000,377500,365000,354750,425000,432250,787250,456250,06037292000
293201,153000,287000,452000,320000,331000,291750,345000,385000,528000,535000,06037293201
293202,133000,257500,401000,0,310500,249500,353000,466250,385000,580500,06037293202
293301,200000,385000,567500,0,420000,405000,439000,460000,636000,527500,06037293301
293302,142000,355000,502500,0,352500,302000,416250,380000,566500,537500,06037293302
293303,152000,338000,549000,0,0,0,0,0,0,0,06037293303
294100,139250,240000,395000,0,0,0,0,0,0,0,06037294100
294200,139750,253000,365000,365000,280000,269000,280000,350500,505000,396000,06037294200
294300,150000,258000,408000,0,255000,0,0,0,0,0,06037294300
294400,111018,226000,352000,0,0,0,0,0,0,0,06037294400
294500,113000,262500,387500,0,0,0,0,0,0,0,06037294500
294600,140000,230000,355000,370750,0,0,0,0,0,0,06037294600
294700,115000,0,222500,421500,102500,0,0,0,0,0,06037294700
294800,94784,170000,360000,957954.5,0,0,0,0,0,0,06037294800
294900,90500,249000,402500,333500,233500,0,287500,305000,450000,308000,06037294900
295100,223500,369500,536000,320500,0,0,0,0,0,0,06037295100
296100,0,0,0,548250,0,0,0,0,0,0,06037296100
296200,75000,226000,402500,0,0,0,0,0,0,0,06037296200
296300,166500,297000,446000,441500,290000,270000,458500,399000,620500,585000,06037296300
296400,243500,345000,336500,521000,350000,0,0,0,0,0,06037296400
296500,133876,305000,440000,740000,0,256250,382500,315000,430000,563500,06037296500
296600,151000,311500,390000,660000,240000,260000,387500,317000,0,532500,06037296600
296900,166500,315000,442000,492500,362500,0,0,0,0,0,06037296900
297000,299000,442000,650000,815000,375000,425000,520000,540000,770000,738000,06037297000
297100,128000,225000,407000,595000,0,0,0,0,0,0,06037297100
297200,150000,329000,525000,578500,300000,0,0,0,0,0,06037297200
297300,267000,460000,587500,440000,502250,415000,500000,638000,665500,468000,06037297300
297400,417500,592850,776000,0,585000,615000,799500,647500,852000,910000,06037297400
297500,313250,530000,789250,450000,485000,435000,462500,615000,654000,640000,06037297500
297600,180703,385000,547000,715500,376500,0,0,0,0,0,06037297600
300100,325000,573750,765000,915000,765000,690000,690000,750000,1063000,1010000,06037300100
300200,270000,469500,660500,670000,627000,500000,607000,568000,845000,870000,06037300200
300300,275000,489000,640000,0,632500,0,0,0,0,0,06037300300
300400,207500,377000,534500,563000,421000,355000,449000,540000,677500,753000,06037300400
300500,200000,422000,560000,667500,0,0,0,0,0,0,06037300500
300600,185000,389000,572500,0,397500,415000,458000,515000,730000,775000,06037300600
300701,338591,717500,825000,525000,739000,734000,875000,810000,1427500,1175000,06037300701
300702,397346,680000,998000,905000,947000,846000,842000,900000,1530000,1288000,06037300702
300800,296500,415000,530000,650000,665000,583750,650000,615000,835000,759750,06037300800
300900,360000,615000,798000,0,0,0,0,0,0,0,06037300900
301000,306000,500000,661500,351500,557000,543250,615000,778000,935000,935000,06037301000
301100,299000,487500,720000,505000,420000,514250,560000,617500,890000,780000,06037301100
301201,170000,335000,435000,0,0,0,0,0,0,0,06037301201
301202,247500,455000,650000,320000,429000,0,0,0,0,0,06037301202
301300,472000,748000,1042000,387500,784500,835000,980000,827500,1300000,1325000,06037301300
301400,322027,569000,770000,366500,660000,567500,745000,650000,1063750,1095000,06037301400
301500,220500,440500,622500,291000,0,0,0,0,0,0,06037301500
301601,155000,336500,580000,0,407500,325000,445000,462000,437500,460000,06037301601
301602,210000,355000,515000,355000,340000,392000,507750,560000,627500,875000,06037301602
301700,166500,355000,589000,0,0,0,0,0,0,0,06037301700
301800,126000,270000,399000,0,305000,0,0,0,0,0,06037301800
301900,151250,299500,432500,359000,303000,275000,365000,312500,565000,480000,06037301900
302001,119000,265000,375000,397500,260000,0,0,0,0,0,06037302001
302002,125500,265000,385000,492500,262500,210000,310000,327500,439000,433500,06037302002
302101,126000,320000,390000,670000,0,0,0,0,0,0,06037302101
302102,214500,312500,487500,520000,301000,167000,482500,435000,679000,491500,06037302102
302200,170000,225000,462000,682500,0,0,0,0,0,0,06037302200
302300,108863,269000,400000,530000,0,0,0,0,0,0,06037302300
302400,142000,280000,385000,450000,298000,0,0,0,0,0,06037302400
302501,136000,307000,432500,435500,292500,0,0,0,0,0,06037302501
302502,186000,354000,565000,0,370000,0,0,0,0,0,06037302502
310100,368750,571000,1090000,546000,745000,618000,750750,733250,1246000,998000,06037310100
310200,257500,420000,685000,492000,450000,0,0,0,0,0,06037310200
310300,305000,500000,715000,450000,594500,608500,635500,577500,962500,900000,06037310300
310400,263000,470000,635000,497000,531500,492500,535000,540000,830000,825000,06037310400
310500,126000,365000,445000,435000,344000,0,0,0,0,0,06037310500
310600,165000,339500,405000,490000,325000,0,0,0,0,0,06037310600
310700,140000,314500,512500,575000,0,0,0,0,0,0,06037310700
310800,219000,415000,632000,625000,610000,550000,533000,561500,701000,865000,06037310800
310900,212500,395000,558000,395000,447000,427500,520000,485000,736000,790000,06037310900
311000,193000,389500,535000,569000,456000,420000,559000,563000,717500,706000,06037311000
311100,181000,360000,509000,447750,412500,369250,537000,523000,712500,680000,06037311100
311200,170500,359250,508750,0,441500,350000,485000,650000,754500,670000,06037311200
311300,201209,400000,564500,298000,470000,420000,585000,647500,880000,845000,06037311300
311400,233000,460000,639000,325000,445000,380000,550000,540000,775000,792500,06037311400
311500,211000,451000,610000,250000,537500,655000,562500,582000,830000,745000,06037311500
311600,183500,375000,514000,0,425000,381000,583000,619000,541000,644500,06037311600
311700,230000,429000,669000,0,535000,523500,654750,572500,840000,1002000,06037311700
311800,214000,375000,375000,0,328000,0,0,0,0,0,06037311800
320000,0,0,0,417500,0,0,0,0,0,0,06037320000
320100,128000,270000,405000,825000,235000,232000,262500,277500,425000,465000,06037320100
320200,150000,300000,480000,525000,244000,0,0,0,0,0,06037320200
320300,117750,230000,380000,797500,220000,188500,290000,316500,460000,457500,06037320300
400201,299500,468000,675000,0,0,0,0,0,0,0,06037400201
400202,271000,497500,665000,315000,0,0,0,0,0,0,06037400202
400301,195000,327000,445000,365000,0,0,0,0,0,0,06037400301
400302,185750,350000,485000,480000,415000,329000,350000,436250,559000,465000,06037400302
400401,257000,496000,750000,636000,700000,0,0,0,0,0,06037400401
400402,258500,379000,604000,556000,446500,460000,440000,612500,699000,605000,06037400402
